channel_id, channel_title, industry, channel_subscriberCount, channel_videoCount, channel_viewCount, has_email, has_ig, has_fb, has_twitter, has_websites, has_twitch, has_google_plus, twitter_favourites_count, twitter_followers_count, ig_posts_count, ig_followers_count, ig_following_count, keywords
UCM9r1xn6s30OnlJWb-jc3Sw,xxxtentacion,vlog,2988150,33,381333777,0,0,0,0,0,0,0,,,,,,
UC8b8jeJgftvh6eDXxgddA-A,Laura Lee Vlogs,vlog,378216,43,8229386,0,1,1,1,1,0,1,28356,357182,"2,210",2.1m,320,
UCSeeUM-1TJjWfxFQfbyg6eA,Kelsey Simone,vlog,1516640,160,86317580,1,1,0,1,0,0,1,,,560,742.8k,235,"""everyday makeup tutorial"" ""makeup tutorial"" ""everyday makeup"" ""rosie cheeks and freckles"" makeup ""purpose reaction"" ""make up"" ""everyday makeup routine"" haul grwm teen girl ""justin bieber purpose reaction"" ""nathalie paris"" amanda ""reacting to purpose"" ""purpose album"" koleen sage fashion lookbook ""high school"" steele maddi bragg lauren elizabeth jennxpenn look book kelseysimone kelsey simone kylie jenner fashionista stylist styling ootw"
UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,vlog,1789871,175,87029576,0,1,0,1,0,0,0,3404,180171,529,718.5k,119,
UCOXFVINC6GCo86LBy0NQCIg,Romee Strijd,vlog,450339,19,14199071,0,0,0,0,0,0,0,,,,,,Romee Strijd
UCYL9lSER7W0kMXbGCprMS0A,Vlogs By DK4L,vlog,1656251,204,127262982,0,1,1,0,0,0,0,,,733,1.8m,55,
UCyQb1TTrfRzQZmEfsx770qw,Jon Olsson,vlog,1078498,702,233341623,0,1,1,0,0,0,0,,,"2,118",924.7k,375,vlogs
UCI4kXahIsuJYCmrEkjFjAtA,ilie's vlogs,vlog,1321241,25,5876154,1,1,0,0,0,0,0,,,"1,819",503.7k,622,"""ilie's vlogs"" ilies ""ilie bivol"" ""ilies vlogs"" ""provocari nebune"" challenge ""daily vlogs"""
UCJCSL8IJfD4d5nunRrmrT1Q,tasya farasya,vlog,275617,105,28640481,0,1,0,0,0,0,0,,,737,502.5k,595,tasya farasya
UCkIindYt0we82auD0YL2V7A,KiA Phạm,vlog,365983,660,242881776,0,0,1,1,0,0,1,5,125,,,,"""KiA Pham"" Roblox ""Chơi game"" ""hướng dẫn download"" ""tải game"" ""truy kích"" ""đột kích"""
UCpLT_6_1ssZzhYPewAlk8Hg,Brittani Boren Leach,vlog,30100,181,2230090,1,0,1,0,0,0,1,,,,,,beauty hair tutorials lifestyle blog makeup products
UCpm6vCgiehSKHtMFFS5ukiA,Katy LifeVlog,vlog,1925605,1644,437781430,0,1,0,0,0,1,0,,,169,353.9k,66,"""Катя и Ваня"" ""Sweet Home"" ""Katy Life Vlog"" Makeupkaty ""Ежедневные влоги"" ""влоги каждый день"" влоги"
UC6BIs35SiXe-j9LOIRq_o5g,emaslife,vlog,192499,206,23295880,1,1,1,1,0,0,1,1753,76254,520,333.2k,507,
UCHVSseA5eTTguk_o5InXu9w,Annie Rose,vlog,355611,166,41997631,1,1,1,1,1,0,0,,,206,24.8k,79,"""annie rose"" ""annie cole"" lily sisters ""girl talk"" ""annie's vlogs"" claire's ""target shopping"" tween teen homeschool shopping routines lifestyle ""room makeover"" ""room tour"""
UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,vlog,651585,154,89141770,1,0,0,0,0,0,0,,,,,,
UCKuHFYu3smtrl2AwwMOXOlg,Will Smith,vlog,833758,11,7833687,0,1,1,0,0,0,0,,,84,11.3m,77,"""will smith"" will smith smiths willsmith ""will smith youtube"" ""youtube will smith"" ""will smith channel"" ""will youtube"" ""youtube will"" ""smith youtube"" ""youtube smith"" entertainment comedy"
UC6CSmj3c8fvXTZ9cQX2j_1g,SAKINA FAMILY,vlog,217932,295,53826455,1,1,1,1,0,0,1,74,6427,200,62.2k,258,chaine lifestyle video famille de sakinafamily vlog tendances youtube family
UCut01Hnozs1e3hsG3xMRfFQ,Stormette,vlog,292468,306,21705118,1,1,0,1,0,0,1,3279,5506,"1,233",82.8k,281,"Stormette Charlène Mode Beauté ""Bien être"" Sport Fitness"
UCciyMo0ShVMAlYp3SWAaBcw,natasha wilona,vlog,307990,46,23834534,1,1,0,1,0,0,0,,,,,,
UCmGxxE47pDTBsSu_Dy9LpVQ,Ja Mill,vlog,217393,25,6832959,0,1,1,1,0,0,0,5739,33666,,,,
UCpri3wt2Wo4AUk5_YGj9T4g,RebelTV,prank,697985,73,128058029,0,1,1,1,0,0,0,11,110,25,"2,700",55,RebelTV
UCtfHXfx7Gz-drag8I67PTFQ,TheButtingHeads,prank,131722,38,22794178,0,1,1,1,0,0,0,33,158,9,710,12,"thebuttingheads ""butting heads"" pranks ""public pranks"""
